texts,labels
Two key meetings are set to take place as efforts intensify to restore power-sharing in Northern Ireland.,0
SYDNEY - A deadline set by supposed hostage-takers in Iraq for Australian Prime Minister John Howard to announce a withdrawal of Australian forces from their country passed Wednesday with no announcement by Howard and no word on the hostages.,0
"Canadian Press - ADDIS ABABA, Ethiopia (AP) - The African Union's Peace and Security Council voted Wednesday to boost the number of peacekeepers in Sudan's Darfur region and send a contingent of civilian police to monitor efforts to end violence that has driven more than 1.5 million people from their homes.",0
Reuters - Former hockey force Pakistan finished the Olympics in fifth place on Friday while Egypt slumped out of the tournament 12th.,0
"Referee Rob Styles has rescinded Didier Drogba #39;s yellow card which was received by the Chelsea striker for diving during Saturday #39;s Premier League match at Aston Villa, the Football Association said on Monday.",1
"After coming up with Gmail and Google News, rumours are rife that search engine Google is now working on a web browser, reports BBC.",3
"A longtime Delta Air Lines employee was killed at Logan Airport yesterday morning when he was struck by a de-icing truck driven by a good friend, officials said.",2
"NEW YORK - Higher oil prices and lowered outlooks from companies including Colgate-Palmolive Co., Unilever PLC and the New York Times Co. sent stocks sliding Monday, although tech shares rallied on strong performance in the semiconductor sector...",0
"Constitutional amendment drafted will allow Lahoud to stand for re-election despite opposition at home, abroad. BEIRUT - Lebanese MPs will vote Friday on a constitutional amendment drafted under pressure from ",0
"BAGHDAD, Nov 7 (AFP) - Prime Minister Iyad Allawi on Sunday declared a state of emergency in Iraq to combat spiralling violence as 21 police officers were shot dead execution-style in a dawn ambush on their stations.",0
"AP - A company that unveiled the world's first cloned cat nearly three years ago now says it is ready to start filling orders for cloned pets, a newspaper reported Thursday.",3
"SANTIAGO (AFP) - Asia-Pacific leaders, overpowered by the US-led  quot;war on terror quot; agenda, closed an annual summit vowing to shore up anti-terrorist defenses and target weapons of mass destruction.",0
"Shiite militiamen loyal to anti-American cleric Muqtada al-Sadr agreed yesterday to begin handing in weapons, a significant step toward restoring order in Baghdad #39;s sprawling Sadr City slum ",0
"According to some reports, Honda are prepared to put their foot down on Davidson #39;s planned outing with the rival F1 team next month in Jerez, Spain.",1
"The Australian state of Tasmania #39;s long- term local and foreign currency credit ratings have been raised one level to AA because the state government is reducing debt, Standard  amp; Poor #39;s Corp.",2
Context Within Search and Optimization\\A part of the problem in search engines relates to end users (you) expectations of what you will see in search results. I've run a few search query tests on the search engines recently. It's really an ongoing thing. I basically tested various wordings of the ...,3
"New radio and online advertising, which targets children with safety advice when they are most at risk - when they are actually online, was unveiled by Home Office Minister Paul Goggins today.",3
"Germany #39;s Chancellor Gerhard Schroder and his wife Doris have adopted a three-year-old Russian girl who has been living with them for over a fortnight, Germany #39;s mass circulation Bild newspaper revealed yesterday. ",0
"Not only does he have 17,000 holiday lights on his Lafayette, Colo., house, he #39;s rigged up an interactive Web site to let virtual visitors turn the lights off and on with the click of a mouse.",3
Bangalore - Parthiv Patel and Irfan Pathan put on 60 for the seventh wicket to prop up India on the third morning of the first Test against Australia here on Friday.,1
"PHILADELPHIA -- Rattled, hurried and battered for 2 1/2 quarters, Donovan McNabb kept his poise, stayed in the pocket and picked apart Washington's secondary.",1
"Apple Computer Inc. shares rose to a four-year high, erasing the slump triggered September 2000 by a disappointing profit forecast, as demand for the iPod digital music player surges before the year-end holiday shopping season.",3
"NEW DELHI, Sept 4 (AFP) - Progress in ongoing peace talks with Pakistan has been  quot;not insignificant quot; and the process can be sustained, Indian Prime Minister Manmohan Singh said Saturday.",0
"Jessalyn Deveny, Clare Droesch and Brooke Queenan team for 55 points as No. 18 Boston College beats Western Michigan, 71-50.",1
Latrell Sprewell says he #39;ll ask to be traded if the Minnesota Timberwolves don #39;t sign him to a contract extension by Wednesday night #39;s opener.,1
NEW YORK (CNN/Money) - Oil prices tumbled Wednesday after a report showing a bigger jump in crude oil inventories than traders and analysts had been expecting.,2
 SKOPJE (Reuters) - Macedonian opposition parties looked  headed for a flop on Sunday in their referendum bid to block a  Western-inspired law that gives the ethnic Albanian minority  more local autonomy.,0
Kashmir veteran Rajyavardhan Rathore wins India's first ever individual silver medal at the Olympic Games.,0
" NEW YORK (Reuters) - U.S. stocks fell on Friday, hurt by a  slew of negative reports from top drug makers and oil prices  climbing by \$2 a barrel.",2
"Advanced Micro Devices will add  quot;strained silicon quot; to its microprocessor lineup this quarter, a company spokesman confirmed Friday, an esoteric technique used to improve performance. ",3
"Three days after the tragedy of Beslan ended, we sat for over three and a half hours with Vladimir Putin. Between picking up the pieces of the worst Russian terror attack to date and planning ",0
AUSTIN -- The Texas Commission on Environmental Quality released a draft report today that makes several recommendations aimed at improving the agency #39;s ability to enforce environmental laws.,3
"That prison is located in West Virginia which means that she is not headed to a facility in Connecticut or Florida, as she had hoped.",2
" YOGYAKARTA, Indonesia (Reuters) - President Susilo Bambang  Yudhoyono of Indonesia, the world's most populous Muslim  nation, called on all religions Monday to rise up against  terrorism and show that faith could be a force for peace.",0
Scientists turn embryonic stem cells into retinal cells for the first time. The groundbreaking work could be tested to treat human blindness in two years if all goes well. By Kristen Philipkoski.,3
"LONDON (CBS.MW) -- Shares in UK football club Manchester United (UK:MNU) rose 2.9 percent to 280 pence after a report by The Sunday Times that said Manchester United #39;s largest shareholders, Irish racehorse owners John Magnier and JP McManus, are willing ",1
" BAIJI, Iraq (Reuters) - A car bomb in a crowded market  north of Baghdad killed at least seven civilians and wounded 18  Tuesday as a U.S. military patrol passed by.",0
 HOUSTON (Reuters) - Roger Clemens came out of brief  retirement earlier this year with one goal in mind...to lead  his hometown Houston Astros to post-season glory for the first  time.,1
More Sudanese refugees flee across the border into Chad following reports of renewed violence in the Darfur region.,0
