,texts,labels
5843,"AP - The 10 nations with the largest ""ecological footprint,"" according to a study by the conservation organization WWF.",3
5844,"The first nine holes of the Merrill Lynch Skins Game decided, well, almost nothing Saturday. On a day that saw the fewest skins won in the 22-year history of the event ",1
5845,Amazon.co.uk has added a rental service to its DVD tab allowing customers to rent six DVDs a month for 9.99 or four DVDs for 7.99 additionally rental members will save an extra 10 per cent off of Amazons DVD prices.,3
5846,"London - British Police arrested radical cleric Abu Hamza al-Masri on suspicion of terrorism links Thursday, a move suggesting that Britain intends to charge him, which could delay US attempts to extradite him.",0
5847,"Tyrone Willingham, who was the first African-American head coach at Notre Dame in any sport, compiled a record of 21-15 in three seasons.",1
5848,Patients in rural communities across Georgia soon will have quick access to big-city medical specialists thanks to a live-video hookup that will serve 36 rural hospitals.,2
5849,"While Nobel prizes are given for past performance, other types of inducement prizes are intended to spur innovation. Do they do the job?",3
5850,AP - Newly acquired wide receiver Keenan McCardell will make his season debut on Sunday and might even start for the San Diego Chargers in their road game against the Carolina Panthers.,1
5851,Reuters - Japan's Toshiba Corp. said on Wednesday\it would introduce notebook computers with HD DVD technology in\the last quarter of 2005 in a move to pressure rivals in the\battle over formats for next-generation DVDs.,3
5852,"US Secretary of State Colin Powell has continued his latest Middle East peace mission, urging Israeli and Palestinian leaders to make the most of new chances.",0
5853,DAVID BLUNKETT resigned last night after an inquiry found his office was involved in  quot;fast-tracking quot; his ex-lover Kimberly Quinn #39;s nanny #39;s application to stay in Britain.,0
5854,"Global revenue from server sales climbed to \$11.5 billion in the second quarter, according to new data from Gartner. This represents a 7.7 percent revenue increase over the same period last year, the market researcher said Wednesday.",3
5855,NEW YORK Charles Schwab says he is willing to stay on as CEO of the firm that bears his name as long as it takes to get the brokerage back on track.,2
5856,"Shares of Altiris Inc. (ATRS) fell 7 percent before the opening bell on Tuesday a day after it posted disappointing earnings. On the INET electronic brokerage system, its shares were down ",2
5857,"ABUJA -- The US declaration that Sudanese government-allied militiamen have committed genocide in the Darfur region is a ''big mistake quot; that could hinder peace talks and undermine the role of African states mediating the 19-month conflict, Sudanese government officials said yesterday. The announcement by Secretary of State Colin L. Powell Thursday that the killing, raping, and displacement of black Africans ...",0
5858," DETROIT (Reuters) - Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; has expanded its  recall of Escape and Mazda Tribute SUVs to nearly 600,000  vehicles, according to the automaker and the U.S. National  Highway Traffic Safety Administration.",2
5859,"AP - Florida election officials will not be required to process incomplete voter registration forms for the presidential election, a federal judge ruled Tuesday.",0
5860,"Four years ago, candidate George Bush issued a steady stream of promises to win votes. The promises were big and small, widely embraced and bitterly opposed.",2
5861,"AP - Few video games have outraged anti-violence advocates like ""Mortal Kombat,"" which debuted in the arcades more than a decade ago. The latest version, ""Mortal Kombat: Deception,"" continues the grisly tradition while adding several new modes you wouldn't expect in a fighting game, including  #151; you read it right  #151; ""Chess Kombat.""",3
5862,"CHICAGO - Like most of us, politicians don #39;t know much about isotopes. But because they know something about money and jobs, lawmakers from Illinois and Michigan are locked in a battle to convince the federal ",3
5863,"ATHENS, Greece - Allyson Felix led three American women into the second round of the 200-meter on Monday, posting the fastest time of 22.39 seconds in the qualifying heats.    Joining the 18-year-old Felix in the quarterfinals later Monday were U.S...",0
5864,Crude oil futures fell Tuesday after moving above \$47 US a barrel in intraday trading. December delivery crude on the New York Mercantile Exchange dropped 76 cents to \$46.11 per barrel.,2
5865," NEW YORK (Reuters) - Todd Eberhard, a former New York  stockbroker and financial television personality, pleaded  guilty on Tuesday to cheating his clients out of millions of  dollars while generating excessive commissions for himself.",2
5866,"The director of the International Atomic Energy Agency was unable to confirm that Iran had completely suspended its nuclear programs yesterday, as it had committed to doing, because the Islamic ",0
5867,"Washing your hands with soap may clean them for you, but according to researchers at the Johns Hopkins Bloomberg School of Public Health, toxic chemicals used in hand soaps, cleaners and other personal care products to kill germs are deposited and remain ...",3
5868,MIT researchers produce a tiny water-skimming robot prototype they think could monitor water supplies for toxins or skim contaminants off the top of water.,3
5869,"BAGHDAD, Iraq - Three beheaded bodies were found Wednesday or a road north of Baghdad and a car bomb exploded in a town south of the capital, killing two people and injuring 10.    The attacks were the latest in an upsurge of violence that has killed more than 200 people in the country in the last four days...",0
5870,"ASPEN, COLO. - Figuring she had no chance of catching the leader, Finland #39;s Tanja Poutiainen charged down the hill without fear.",1
5871,"Oil futures prices plunged by more than \$2 a barrel Thursday, continuing a selloff that began last week amid rising US supplies of crude and expectations of a surge in heating oil production before winter arrives.",2
5872,"The time for redemption is at hand for the North Carolina State football team, and if the Wolfpack don #39;t follow through, a once-promising season will end with the program #39;s first losing record since 1996.",1
5873,"IBM's p5-575, a specialized server geared for high-performance computing, has eight 1.9GHz Power5 processors.",3
5874,Two-sport star Jeremy Bloom lost an appeal to an NCAA panel on Tuesday to keep his college eligibility as a football player at Colorado while still being allowed to receive endorsements as a professional skier.,1
5875,"Celtics point guard Gary Payton missed Wednesday #39;s preseason game against Detroit because of a broken right thumb. Payton, acquired from the Los Angeles Lakers in an offseason trade, was injured ",1
5876,Incoming European Commission President Jose Manuel Barroso is to present to the European Parliament his new team of commissioners on Thursday.,0
5877,"the third soldier of this apocalypse, the third leg on this perfect and perfectly unholy triangle of sports scandals. If sports truly offers ",1
5878,"The Cat's Eye Nebula was the first planetary nebula ever to be discovered but its complex gas layers give knots and jets like the Lord of the Ring's famous floating eye of Sauron.    Astrobiology Magazine -- A new study of a large number of planetary nebulae has revealed that rings, such as those seen here around the Cat's Eye Nebula, are much more common that thought so far and have been found in at least one third of all planetary nebulae...",3
