texts,labels
"You can strap it around your arms or wind it around your neck while on your morning jog. And while you jog, you can listen to songs, download and store your personal CD albums directly, listen to FM radio ",3
"Microsoft Corp. on Wednesday said that it is looking for ways to work more closely with developers of the Open Office open source project, while at the same time, apparently reserving the right to sue them, according to a legal agreement between Microsoft and Open Office's major sponsor, Sun Microsystems Inc., made public this week.",3
AP - Patrick McEnroe will remain the U.S. Davis Cup captain through 2006.,1
 LAS VEGAS (Sports Network) - Mike Sanford has been hired as  the ninth head football coach at UNLV. The former Utah  offensive coach takes over for the retired John Robinson.,1
" UNITED NATIONS (Reuters) - Pakistani President Pervez  Musharraf on Thursday ruled out sending troops to help restore  stability in Iraq, rebuffing pleas from the Iraqi interim  government and the United States.",0
"Dow Jones futures rose 37 points recently, while Nasdaq futures climbed 6 points and Standard  amp; Poor #39;s futures edged up 3.60 points.",2
Toronto Blue Jays broadcaster Tom Cheek became the seventh member of the club #39;s Level of Excellence in a ceremony held before yesterday #39;s game against the New York Yankees at the SkyDome.,1
AFP - French President Jacques Chirac said that he would immediately dispatch his foreign minister to the Middle East to help negotiate the release of two French journalists kidnapped in Iraq.,0
"AP - With the preseason finished and a few days left until the roster must be cut to 53 players, Dallas Cowboys coach Bill Parcells revealed several decisions Friday:",1
" MOSCOW, Oct. 21 -- She survived three days as a hostage and the destruction of the school where she has passed nearly all of her 72-year life. Now Lydia Tsaliyeva is heading home, and her life may be in danger all over again. Only this time the threat comes from her neighbors.",0
"Solberg got off to an astonishing start, winning three of the opening four stages to charge into a 20-second lead before losing a handful of seconds to Loeb on stages five and six.",1
"The rebate check is no longer a reward reserved for penny-pinchers with an abundance of paperwork skills and patience. Paperless, online rebates are finally gaining momentum in retail, an industry that has long offered customers electronic options for virtually every other type of transaction, from simple purchases to coupons.",3
"AFP - China overtook the United States as a top global destination for foreign direct investment (FDI) in 2003 while the Asia-Pacific region attracted more investment than any other developing region, a UN report said.",2
Chinese scientists have optimized the spacecraft #39;s configuration to reduce its weight and improve the performance of onboard equipment.,3
"Hammer gold medallist Adrian Annus will return to Athens to testify before an International Olympic Committee disciplinary hearing tomorrow, according to a Hungarian official.",1
"LODZ, PolandSam Weinreich remembers the last time he came to Radegast train station in Poland #39;s second-largest city - the day in 1944 he was forced into a cattle car and sent to Nazi Germany #39;s Auschwitz death camp.",0
 NEW YORK (Reuters) - Peyton Manning threw three touchdown  passes to move closer to the all-time season record as the  Indianapolis Colts routed the visiting Tennessee Titans 51-24  Sunday.,1
AFP - Fears were growing for the safety of a British engineer held hostage in Iraq after grisly footage of the execution of a US co-worker also held captive was posted on the Internet.,0
" NEW YORK (Reuters) - Eastman  Kodak Co. announced on  Tuesday that it would restructure several plants based in  Britain and France, resulting in the loss of hundreds of jobs  by 2005.",2
"Krill, the heart of the rich Antarctic food chain that nourishes whales, seals and penguins, have declined by more than 80 percent in the past 25 years in key ocean regions, according to a new study that links the loss to warming temperatures.",3
Boston's Pedro Martnez put his past four starts behind him Wednesday night to post a redemptive 8-3 victory over the Anaheim Angels.,1
"Washington, Sept. 30.(UNI): The expansion of the global economy could hit a 30-year record in 2004 but will likely slide in 2005 as a result of higher oil prices and other factors, the International Monetary Fund (IMF) sources said.",2
"Reuters - Wildfires have scorched over\5 million acres in Alaska as of Tuesday, forestry officials\said, a new record that signals possible changes in climate\conditions and the composition of the vast forests.",3
"Devices have remained stubbornly irrelevant to many mainstream users, despite the benefits they might offer and the hype they often get in the press. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-Rob Pegoraro&lt;/B&gt;&lt;/FONT&gt;",3
"PORTLAND, Ore. - It's been almost a year since singer-songwriter Elliott Smith committed suicide, and fans and friends will be looking for answers as the posthumous ""From a Basement on the Hill"" is released...",0
"LONDON, Oct 2 (AFP) - British Prime Minister Tony Blair said Saturday that he felt in  quot;excellent quot; health as he set off for his official country residence to rest after a successful minor heart operation.",0
"Reuters - Treasuries prices turned lower on\Tuesday in a classic buy-the-rumor, sell-the-fact reaction as a\reading on U.S. consumption proved not as weak as some had been\betting.",2
"Reuters - British police said on Monday they had\charged a man with sending hoax emails to relatives of people\missing since the Asian tsunami, saying their loved ones had\been confirmed dead.",3
"The Genesis space capsule, which had orbited the sun for more than three years in an attempt to find clues to the origin of the solar system, crashed to Earth on Wednesday after its parachute failed to deploy.",3
"AP - From well-heeled businessmen with briefcases to mothers carting weather-beaten baggage, passengers streamed through Domodedovo Airport on Thursday  #151; business as usual at the terminal from which two doomed airliners departed.",0
AP - The Indianapolis Colts had an entire offseason to fix their mistakes against New England. They still haven't gotten it right.,1
Speculation surrounding the reported removal of portraits of Dear Leader Kim Jong-il from some public buildings and homes in North Korea continued to swirl Thursday but ,0
"MAKYBE Diva joined racings immortals with a commanding win in the\$4.6 million Melbourne Cup yesterday. Backed into 5/2 favouritism by a flood of money from around the country, she became the first mare to ",1
"US researchers say that they have found sperm nursery cells in mice, grown them in lab dishes and used them to father baby mice. They say the development could lead to easier ways to genetically manipulate ",3
Indonesia #39;s president will open an international religious conference in the world #39;s most populous Muslim nation on Monday aimed at sending a message of moderation ,0
"TOKYO - It #39;s an idea that was popularized by Princess Leia #39;s plea for help in Star Wars: sending a 3-D hologram. Now, two Japanese scientists have developed technology they hope will one day turn the humble ",3
NEW YORK (CBS.MW) -- Thomson Corp. #39;s Thomson Financial unit said it received a subpoena from the Securities and Exchange Commission requesting documents related to its Capital Markets Intelligence business.,2
